#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
13500,13.499999999997957,-617796.0358251836,84637.21875,-533158.8170751836,299.6311131714092,319.45104000000003,1.1101298760782514,35.8
14000,13.99999999999768,-616542.8439306524,84229.3671875,-532313.4767431524,298.1872446288766,319.45104000000003,1.1101298760782514,36.6
14500,14.499999999997403,-617047.1119970586,84269.734375,-532777.3776220586,298.33015179790766,319.45104000000003,1.1101298760782514,37.5
15000,14.999999999997126,-618366.7052587774,84658.796875,-533707.9083837774,299.70750364961003,319.45104000000003,1.1101298760782514,38.3
15500,15.499999999996849,-617587.4508642461,83753.6875,-533833.7633642461,296.5032522153304,319.45104000000003,1.1101298760782514,39
16000,15.999999999996572,-617860.7902197149,83907.015625,-533953.7745947149,297.0460616017061,319.45104000000003,1.1101298760782514,39.8
16500,16.499999999997183,-617405.7921728399,84061.0,-533344.7921728399,297.591194232169,319.45104000000003,1.1101298760782514,40.5
17000,16.999999999997794,-617115.9479345586,84228.5703125,-532887.3776220586,298.1844235467707,319.45104000000003,1.1101298760782514,41.3
17500,17.499999999998405,-617775.9484228399,84294.5,-533481.4484228399,298.4178266045321,319.45104000000003,1.1101298760782514,42
18000,17.999999999999016,-617403.8683447149,84176.6015625,-533227.2667822149,298.00044474119795,319.45104000000003,1.1101298760782514,42.6
18500,18.499999999999627,-617633.8805517461,84013.3046875,-533620.5758642461,297.4223441708308,319.45104000000003,1.1101298760782514,39
19000,19.000000000000238,-617659.1393408086,84294.015625,-533365.1237158086,298.4161118291344,319.45104000000003,1.1101298760782514,39.6
19500,19.50000000000085,-617222.4088720586,84097.9375,-533124.4713720586,297.72195968507765,319.45104000000003,1.1101298760782514,40.3
20000,20.00000000000146,-616391.3219579961,84609.6484375,-531781.6735204961,299.5335092620787,319.45104000000003,1.1101298760782514,40.9
20500,20.50000000000207,-617064.6212744024,84034.578125,-533030.0431494024,297.4976559999912,319.45104000000003,1.1101298760782514,38
21000,21.000000000002682,-617169.8268408086,84247.78125,-532922.0455908086,298.252433751657,319.45104000000003,1.1101298760782514,38.6
21500,21.500000000003293,-616590.7604345586,84502.84375,-532087.9166845586,299.1554012868855,319.45104000000003,1.1101298760782514,39.1
22000,22.000000000003904,-616538.1246923711,84616.984375,-531921.1403173711,299.5594798120536,319.45104000000003,1.1101298760782514,38.2
22500,22.500000000004515,-616322.6412939336,84032.171875,-532290.4694189336,297.4891374383381,319.45104000000003,1.1101298760782514,38.7
23000,23.000000000005127,-616759.5460790899,84630.4765625,-532129.0695165899,299.6072446041799,319.45104000000003,1.1101298760782514,39.2
23500,23.500000000005738,-616215.3702978399,84306.296875,-531909.0734228399,298.4595896827664,319.45104000000003,1.1101298760782514,39.7
24000,24.00000000000635,-616713.4596533086,83820.6875,-532892.7721533086,296.74044437356736,319.45104000000003,1.1101298760782514,40.2
